restaurant_name,area,parking_id,hour,day_of_week,is_weekend,occupied_slots,total_slots,occupancy_rate,is_peak_hour,status
Berakah,kalyan nagar,1107,2,4,0,36,210,0.17290636450023644,0,Available
20 Char - Sterlings MAC Hotel,indiranagar,2182,21,6,1,78,108,0.7251165467627083,0,Busy
Body Temple,"byresandra,tavarekere,madiwala",1997,4,6,1,26,175,0.14916602319526262,0,Available
Wokanaka - The Casual Chinese Pitstop,kalyan nagar,357,20,0,0,165,220,0.7528685021931703,1,Busy
Meat And Eat (ME),old airport road,330,17,6,1,231,299,0.775341919586429,1,Busy
NV Patisserie,koramangala 4th block,1840,15,6,1,29,128,0.23284698525749722,0,Available
Dalma,"byresandra,tavarekere,madiwala",1372,3,1,0,32,190,0.17093525144553173,0,Available
Indy's Comfort Food,brigade road,2464,15,4,0,81,271,0.3019458255518883,0,Available
Mecaf Family Restaurant,basavanagudi,1332,11,6,1,87,264,0.3311487755392775,0,Available
Based On A True Story- Bistro,kalyan nagar,2149,12,5,1,140,179,0.7856109957677647,0,Full
Brooks and Bonds Brewery,"byresandra,tavarekere,madiwala",2736,23,1,0,134,236,0.5694811154519248,0,Busy
Shuddh Desi Khana,bannerghatta road,20,19,0,0,249,282,0.8846911794488139,1,Full
Shri Lakshami Venkateshwara Iyengar's Bakery,jp nagar,531,2,1,0,18,277,0.06647559181319733,0,Available
Ober Cafe,"byresandra,tavarekere,madiwala",2690,1,0,0,14,290,0.05,0,Available
Srushti Veg,rajajinagar,1659,2,6,1,52,276,0.18936517755401733,0,Available
Sri Ganesh Sweets,basavanagudi,2339,10,6,1,77,84,0.9225123336135281,1,Full
A1 Garam Masala,jp nagar,524,19,0,0,122,157,0.7831395865532776,1,Full
Bawarchi Biryani,"byresandra,tavarekere,madiwala",1975,6,5,1,173,219,0.793257830639951,0,Full
Sagar Restaurant & Chats,rajajinagar,207,14,1,0,67,94,0.7179439442649492,0,Busy
Tuffreys,indiranagar,226,9,2,0,165,195,0.8489183673118725,1,Full
Pepper Crown Restaurant,bannerghatta road,2182,21,6,1,61,108,0.5721076508701675,0,Busy
Ganesh Food Joint,kalyan nagar,1752,23,2,0,126,219,0.578033054764904,0,Busy
Hyderabad Chefs,brookefield,279,14,4,0,101,130,0.7809526045208601,0,Full
C Kosila Kitchen,"byresandra,tavarekere,madiwala",226,9,2,0,129,195,0.6644626266158757,1,Busy
RawStraw,kammanahalli,2071,6,2,0,169,298,0.570084509311571,0,Busy
Al Khansah,bellandur,1063,6,2,0,162,291,0.5600791072644806,0,Busy
Big Wong XL,"byresandra,tavarekere,madiwala",1263,14,3,0,207,286,0.724128745558744,0,Busy
Rusbury Fresh Sweets And Savouries,hsr,2279,22,3,0,178,253,0.7037158898658243,0,Busy
99 Variety Dosa and Pav Bhaji,"byresandra,tavarekere,madiwala",2392,15,1,0,91,275,0.3334438514848521,0,Available
Kolkata Spicy Restaurant,marathahalli,1133,4,5,1,17,67,0.26280718983564444,0,Available
Luqma Restaurant,frazer town,1790,13,4,0,109,176,0.6206410484405963,0,Busy
Aastha Bengali Mess,malleshwaram,74,1,3,0,24,217,0.11359245672183481,0,Available
Hotel Empark,basavanagudi,2024,7,0,0,160,288,0.5584466786389948,1,Busy
Big Apple Restaurant,electronic city,480,23,5,1,173,298,0.5830745506244919,0,Busy
Cake Genie,indiranagar,1654,21,5,1,181,231,0.7856295002091346,0,Full
SLV Restaurant,jayanagar,594,17,3,0,175,175,1.0,1,Full
Bhagatram Sweets,lavelle road,893,4,2,0,22,231,0.0982993925516169,0,Available
Aroma Of Asia,mg road,759,14,3,0,230,299,0.7705021088273767,0,Busy
Ambika Biryani Corner,rajajinagar,2508,11,6,1,79,225,0.3534518475815327,0,Available
Momo Shop,malleshwaram,1338,17,6,1,97,118,0.8256415330092823,1,Full
Basmati's Briyani Nation,"byresandra,tavarekere,madiwala",2368,15,0,0,29,246,0.11792397221979836,0,Available
Delicacy,marathahalli,1952,7,4,0,79,165,0.4794226516904635,1,Available
TRP -That Roll Place,bellandur,2032,15,0,0,14,88,0.16080416190482685,0,Available
Andhra Express,marathahalli,1519,6,0,0,182,253,0.7204102078059118,0,Busy
Little Kolkata,koramangala 6th block,922,9,3,0,163,202,0.8084890306076761,1,Full
Cafe D'Costa,frazer town,1125,20,4,0,175,236,0.745408067095283,1,Busy
Jimi's Beer Cafe,indiranagar,121,0,5,1,39,194,0.2039153824787806,0,Available
Food Zone,brookefield,2227,18,1,0,170,256,0.6678248897144112,1,Busy
The Fiery Indian Kitchen,lavelle road,2621,4,4,0,8,161,0.05,0,Available
Cafe Talkhouse,hsr,1119,14,4,0,47,65,0.7268072269248621,0,Busy
Grigliato,bellandur,867,2,1,0,51,252,0.20287689914234808,0,Available
Dakshin,lavelle road,694,21,0,0,182,280,0.6501685045168788,0,Busy
Afoozoo - Ginger Hotel,brookefield,1233,8,2,0,56,67,0.8448325142515882,1,Full
South Saviruchi,new bel road,3,2,0,0,23,215,0.10781177352360163,0,Available
Sandwich Hub,"byresandra,tavarekere,madiwala",1986,17,5,1,72,77,0.9370235855526774,1,Full
Mavalli Tiffin Room (MTR),whitefield,2148,11,5,1,103,284,0.36516529051292546,0,Available
New Punjabi Tasty Khana,whitefield,2132,19,4,0,172,255,0.6770027725223065,1,Busy
Taiki,indiranagar,1683,2,0,0,11,114,0.10460792216331515,0,Available
Om Sai Baba Mess,"byresandra,tavarekere,madiwala",1990,21,5,1,172,296,0.5826311341082246,0,Busy
MDP Coffee House,brigade road,1530,17,0,0,40,51,0.7881082542900824,1,Full
BOX8- Desi Meals,jayanagar,1077,20,2,0,149,204,0.7319352058511759,1,Busy
Golkonda Chimney,marathahalli,1821,20,5,1,86,86,1.0,1,Full
Bengaluru Baking Company - JW Marriott Bengaluru,brigade road,335,22,6,1,144,210,0.6860105616248288,0,Busy
Navaneetha,koramangala 7th block,334,21,6,1,95,173,0.549576043373841,0,Busy
Hotel Kakatiya,kalyan nagar,1802,1,5,1,30,296,0.10158197893230753,0,Available
La Boulangerie - Le Meridien,lavelle road,502,21,6,1,71,96,0.7419358745637887,0,Busy
Samavar,koramangala 4th block,2415,14,2,0,173,195,0.8873363946152524,0,Full
Bake The Cake,"byresandra,tavarekere,madiwala",1104,23,3,0,154,286,0.5410547600061282,0,Busy
Refills Eatery And Beverages,"byresandra,tavarekere,madiwala",2248,15,2,0,34,244,0.14175720259763597,0,Available
Basveshwara Khaanavali,bannerghatta road,1313,16,5,1,75,178,0.4266837011430981,0,Available
Feaster,hsr,701,4,1,0,11,230,0.05,0,Available
Desi Khana,brookefield,135,14,5,1,227,290,0.7843844558492514,0,Full
House Stark Cafe,"byresandra,tavarekere,madiwala",2391,14,1,0,110,159,0.6942379514489005,0,Busy
Silver Star,lavelle road,2364,11,0,0,68,235,0.2930366546699892,0,Available
Panchavati Gaurav Thali,brigade road,215,22,1,0,93,140,0.6689164457074336,0,Busy
Rajsi Rasoi,hsr,2239,6,2,0,131,273,0.48163657177136127,0,Available
Biryani Junction,"byresandra,tavarekere,madiwala",1435,18,3,0,103,137,0.7526270747833239,1,Busy
Ram Prasad Veg,brigade road,1090,9,3,0,195,239,0.8185729647050611,1,Full
Mayur,"byresandra,tavarekere,madiwala",846,5,0,0,11,96,0.11495979575187881,0,Available
Homely Curries & Pickles,koramangala 4th block,806,13,5,1,172,206,0.8377827174707922,0,Full
Parvas Biriyani Park,brookefield,2705,16,0,0,43,126,0.343600577522258,0,Available
Al-Madina Restaurant,basavanagudi,2635,18,4,0,201,233,0.8643839509641738,1,Full
Hotel Ivy Dew Drops,electronic city,244,3,3,0,40,292,0.1392634115650968,0,Available
Mad Over Fries,new bel road,2033,16,0,0,61,177,0.34535855235092183,0,Available
LayerBite,bannerghatta road,654,5,6,1,11,237,0.05,0,Available
Spice It,lavelle road,277,12,4,0,64,89,0.725022769916568,0,Busy
A3 Nuwang Kitchen,indiranagar,557,4,2,0,23,158,0.14795075480016087,0,Available
Treatley,whitefield,127,6,5,1,130,185,0.705394119457045,0,Busy
Black Kitchen,"byresandra,tavarekere,madiwala",1451,10,4,0,158,211,0.7507649225766205,1,Busy
Cakea,electronic city,1547,10,1,0,195,259,0.7540960725111354,1,Busy
Ideal Kitchen,brigade road,809,16,5,1,77,268,0.2875899324716401,0,Available
Owl's Kitchen,bannerghatta road,1153,0,6,1,21,129,0.16864138998913433,0,Available
Rusbury Fresh Sweets And Savouries,hsr,1482,17,5,1,162,162,1.0,1,Full
Shree Cool Point,banashankari,65,16,2,0,66,258,0.2592539892708398,0,Available
Aata's Kitchen,"byresandra,tavarekere,madiwala",490,9,6,1,194,194,1.0,1,Full
Owly,"byresandra,tavarekere,madiwala",1981,12,5,1,137,164,0.8403479809164593,0,Full
Atithi Point Ande Ka Funda,banashankari,1,0,0,0,16,191,0.08757142228375638,0,Available
Venessa,"byresandra,tavarekere,madiwala",803,10,5,1,216,235,0.9218615770182029,1,Full
The Cake Shop Mayura,jayanagar,162,17,6,1,234,241,0.9716611364602157,1,Full
Sanman,malleshwaram,1301,4,5,1,23,161,0.147557781678707,0,Available
Rim Naam - The Oberoi,brigade road,1123,18,4,0,233,233,1.0,1,Full
Pallavi Bar & Restaurant,banashankari,218,1,2,0,10,207,0.05,0,Available
Sri Rama Vilas Sweets,church street,1775,22,3,0,71,110,0.6518101702029976,0,Busy
Maestros Cafe,kalyan nagar,642,17,5,1,188,223,0.8440798990188486,1,Full
Juice Land,bannerghatta road,2202,17,0,0,203,294,0.6930713013011356,1,Busy
My Space - WelcomeHotel Bengaluru,brigade road,274,9,4,0,147,180,0.8189132862965027,1,Full
Yummerica Fries,jp nagar,2100,11,3,0,76,243,0.31373524794070357,0,Available
Matsya Lunch Home,malleshwaram,722,1,2,0,77,197,0.39181735550600927,0,Available
Midnight Express,"byresandra,tavarekere,madiwala",2192,7,0,0,102,193,0.5315854184316798,1,Busy
Sri Annapoorna Bajji Center,"byresandra,tavarekere,madiwala",199,6,1,0,108,249,0.4369821270515317,0,Available
Swadisht North Indian Restaurant,hsr,1827,2,6,1,7,51,0.14230107174943857,0,Available
Udupas Veg Restaurant,frazer town,1780,3,4,0,10,210,0.05,0,Available
Talk To The Hand,lavelle road,1299,2,5,1,17,161,0.10580432173957341,0,Available
Oogway Express,sarjapur road,577,0,3,0,22,224,0.10160252822951604,0,Available
PORKEATS,koramangala 4th block,50,1,2,0,47,262,0.17946003829452115,0,Available
Naati Biriyani,"byresandra,tavarekere,madiwala",1607,22,3,0,73,106,0.6973622249427847,0,Busy
PagalKhana,koramangala 6th block,1530,17,0,0,37,51,0.7296430381092283,1,Busy
Nandhi Andhra Style Family Restaurant,basavanagudi,992,7,6,1,153,249,0.6174385985370067,1,Busy
Masala Kitchen,lavelle road,2329,0,6,1,12,251,0.05,0,Available
Biryani Treat,malleshwaram,528,23,0,0,57,119,0.4871937445192306,0,Available
Choconut Cafe,electronic city,2473,0,5,1,16,115,0.14598947793806344,0,Available
The Flying Trapeze,koramangala 7th block,1611,2,4,0,10,206,0.05,0,Available
Ambur Biryani,hsr,887,22,1,0,159,285,0.5585373099428137,0,Busy
The Mylapore Cafe,koramangala 4th block,729,8,2,0,211,293,0.7204826040100762,1,Busy
Biriyani Paradise,electronic city,2696,7,0,0,143,237,0.604968318629026,1,Busy
Little Kolkata,koramangala 6th block,344,7,0,0,156,214,0.7301430099266488,1,Busy
Shree Durgamba Juice Centre,"byresandra,tavarekere,madiwala",1627,18,4,0,174,268,0.6498412017196669,1,Busy
Pin Me Down,basavanagudi,1710,5,1,0,9,186,0.05,0,Available
NV Patisserie,koramangala 4th block,1022,13,0,0,135,192,0.7075113114649932,0,Busy
Food 4 U,electronic city,1091,10,3,0,212,259,0.8215697795957758,1,Full
Iyengar Bakery,basavanagudi,2096,7,3,0,111,195,0.5718659306757298,1,Busy
Dalma,"byresandra,tavarekere,madiwala",23,22,0,0,150,271,0.5553679484765655,0,Busy
Karibu - The Zuri,whitefield,2167,6,6,1,91,150,0.6124360701174567,0,Busy
Hotel Paradise,"byresandra,tavarekere,madiwala",654,5,6,1,35,237,0.1517510410540602,0,Available
Kulhad Junction,electronic city,1213,12,1,0,240,292,0.8240430892644839,0,Full
Borah's Kitchen,"byresandra,tavarekere,madiwala",1267,18,3,0,143,246,0.5844951229681717,1,Busy
Maashpacheez,marathahalli,996,11,6,1,55,181,0.30810605609685376,0,Available
Amande Patisserie,banashankari,1860,11,0,0,57,178,0.3213808793941063,0,Available
Cream Chemistry,hsr,2310,5,5,1,13,279,0.05,0,Available
Ice N Spice,brigade road,2186,1,0,0,48,176,0.27311696317672995,0,Available
Ziyan's Cafe 27th,hsr,2599,6,3,0,85,176,0.4864590119771263,0,Available
North Met South,bellandur,2457,8,4,0,88,108,0.8158707312992717,1,Full
Hotel Mirchi Red,"byresandra,tavarekere,madiwala",1428,11,3,0,85,240,0.35560220968422906,0,Available
The Bangalore Cafe,brigade road,666,17,6,1,181,217,0.8378715211198104,1,Full
Indian Tadka,brookefield,990,5,6,1,13,266,0.05,0,Available
The Lobby Brew - Conrad Bengaluru,indiranagar,1173,20,6,1,248,291,0.8541345473083466,1,Full
Rasapoorna,kalyan nagar,2234,1,2,0,33,164,0.20294405559270406,0,Available
Caramel Whitefield,whitefield,1523,10,0,0,197,251,0.7863104873214861,1,Full
Biryani Foodies,"byresandra,tavarekere,madiwala",1066,9,2,0,119,163,0.735356569854102,1,Busy
Inhouse Burger,bellandur,593,16,3,0,44,113,0.3925672209502722,0,Available
Mughal Restaurant,whitefield,2261,4,3,0,9,149,0.06692251039769473,0,Available
Food Corner,frazer town,144,23,5,1,144,226,0.6389839186349782,0,Busy
Hayaat,kalyan nagar,1644,11,5,1,79,220,0.35994560896633093,0,Available
NTR Cafe,frazer town,1676,19,6,1,274,282,0.9740750209618787,1,Full
Taza Khaana,"byresandra,tavarekere,madiwala",2131,18,4,0,231,231,1.0,1,Full
Brew Cafe,"byresandra,tavarekere,madiwala",60,11,2,0,95,250,0.3827236107657423,0,Available
Uma's Home Food,marathahalli,2086,21,2,0,156,218,0.7159839966388344,0,Busy
Harshi Super Sandwich,banashankari,2342,13,6,1,183,236,0.7774033801012145,0,Busy
Berry'd Alive,"byresandra,tavarekere,madiwala",774,5,4,0,11,221,0.05,0,Available
Healthie,jp nagar,707,10,1,0,87,106,0.8262331349619122,1,Full
Chats Point,banashankari,2705,16,0,0,39,126,0.3107169915259596,0,Available
Namana Restaurant,rajajinagar,847,6,0,0,127,289,0.4421487258635403,0,Available
Royal Paris,koramangala 4th block,2782,21,3,0,33,57,0.5824705470095987,0,Busy
Bismilla Vaniyambadi Biriyani,indiranagar,2351,22,6,1,98,135,0.7299317601719131,0,Busy
Kolkatta Famous Chat,indiranagar,221,4,2,0,35,264,0.13603933950180802,0,Available
De Grand Restaurant,kalyan nagar,1195,18,0,0,116,140,0.8304287853384272,1,Full
Bob's Bar,"byresandra,tavarekere,madiwala",1516,3,0,0,30,239,0.1290964730137443,0,Available
Shakthi Bar and Restaurant,malleshwaram,32,7,1,0,79,159,0.4992991340729945,1,Available
Green Hyderabad Biryani House,brookefield,232,15,2,0,52,213,0.24860993733511566,0,Available
Yummy Punjabi,bellandur,1835,10,6,1,178,217,0.8231048602006122,1,Full
Kobe Sizzlers,kalyan nagar,686,13,0,0,237,264,0.8984775039185094,0,Full
Thanima Garden Restaurant,electronic city,2369,16,0,0,40,134,0.3013450364619293,0,Available
Bene - Sheraton Grand Bangalore Hotel at Brigade...,malleshwaram,2148,11,5,1,91,284,0.3225146944205148,0,Available
Al Noor,brigade road,1508,19,6,1,197,246,0.804120791854754,1,Full
Nandi Mess - Feel Like Mom's,brookefield,1288,15,4,0,107,181,0.5935657902327778,0,Busy
Tibetan Kitchen,"byresandra,tavarekere,madiwala",1082,1,3,0,8,171,0.05,0,Available
Devi's Cakes N Bakes,bellandur,1359,14,0,0,119,177,0.6771152074393927,0,Busy
Village - The Soul of India,bellandur,923,10,3,0,155,180,0.861583683628606,1,Full
Damodar Seth,brookefield,1737,8,2,0,140,160,0.8800212965744277,1,Full
Armaani Caffe,bannerghatta road,2784,23,3,0,185,267,0.6957932055215684,0,Busy
The London Curry House - The Royale Senate Hotel,malleshwaram,1833,8,6,1,279,279,1.0,1,Full
Navi's Kitchen,hsr,276,11,4,0,50,143,0.3506157655460712,0,Available
New Kudla Family Resturant,brigade road,1017,8,0,0,75,105,0.7143969200033332,1,Busy
Sriji's Mithai,electronic city,1780,3,4,0,15,210,0.07430548748782186,0,Available
Mel's Korner,lavelle road,517,12,0,0,45,61,0.7507832372513885,0,Busy
Gyani Da Punjabi Dhaba,"byresandra,tavarekere,madiwala",1049,16,1,0,143,284,0.5068226041505823,0,Busy
Messy Eats,malleshwaram,1072,15,2,0,47,297,0.16021945215757027,0,Available
Oil Pump,koramangala 4th block,1091,10,3,0,243,259,0.9402576505225227,1,Full
Swathi Delux,rajajinagar,230,13,2,0,154,210,0.7379914369546416,0,Busy
Sri Lakshmi Vaibhav,brookefield,2783,22,3,0,73,108,0.6837830535229481,0,Busy
Desi Chinese,marathahalli,2190,5,0,0,21,235,0.08980052833640681,0,Available
Mudde Madappa Mess,lavelle road,2750,13,2,0,190,299,0.6357567369873673,0,Busy
Mudpipe Cafe,bannerghatta road,1101,20,3,0,121,142,0.8550872779401333,1,Full
Pingara,"byresandra,tavarekere,madiwala",2709,20,0,0,202,240,0.8454431027105621,1,Full
Papanna's Biriyani,kalyan nagar,2107,18,3,0,205,234,0.8772056965739722,1,Full
Bhanu Hindi Military Hotel,rajajinagar,945,8,4,0,211,258,0.8186695364621365,1,Full
Danny Lambas Punjabi Dhaba,brigade road,2675,10,6,1,243,276,0.8830177976680149,1,Full
Black Rock Cafe,marathahalli,775,6,4,0,67,170,0.39412130049761585,0,Available
99 Pancakes,brigade road,1482,17,5,1,158,162,0.9789373268139405,1,Full
Aubree,residency road,522,17,0,0,166,203,0.8223889482443987,1,Full
Karibu - The Zuri,whitefield,1396,3,2,0,5,103,0.05,0,Available
Cuppa,electronic city,1300,3,5,1,11,196,0.061142632670337566,0,Available
Burj Hotel,bannerghatta road,224,7,2,0,66,133,0.503324118804856,1,Busy
Adi's Cake N Cafe,"byresandra,tavarekere,madiwala",802,9,5,1,154,194,0.794701556801758,1,Full
Halli Mane Badoota Hotel,electronic city,729,8,2,0,216,293,0.7382317603394866,1,Busy
The Spicy Kitchen,old airport road,298,9,5,1,247,298,0.8296169643193644,1,Full
Biriyummy,kalyan nagar,1646,13,5,1,69,88,0.7867520988112063,0,Full
Jetlag,malleshwaram,416,7,3,0,87,183,0.47613025016704374,1,Available
Cafe Beirut,kammanahalli,92,19,3,0,183,298,0.6172995079133251,1,Busy
I-Scream'd,sarjapur road,2147,10,5,1,207,207,1.0,1,Full
"3B's - Buddies, Bar & Barbecues","byresandra,tavarekere,madiwala",2515,18,6,1,228,228,1.0,1,Full
Spices The Food Joint,malleshwaram,1920,23,2,0,84,162,0.5220980578480015,0,Busy
Five Satr Chiken,bellandur,1049,16,1,0,92,284,0.327242139665361,0,Available
S.M.S.Evening Fast Food,brookefield,3,2,0,0,30,215,0.1417465089821295,0,Available
The Village Restaurant,whitefield,837,20,6,1,91,91,1.0,1,Full
New Tasty Cafeteria,"byresandra,tavarekere,madiwala",200,7,1,0,111,238,0.4681394973339922,1,Available
Mahesh Friends Food Center,bannerghatta road,1187,10,0,0,243,262,0.9292106783982426,1,Full
Thrupthi Restaurant,bannerghatta road,375,14,1,0,75,114,0.6652094695793065,0,Busy
Maa Biryani Hyderabadi,electronic city,2285,4,4,0,5,112,0.05,0,Available
Snack'Ups,old airport road,871,6,1,0,170,274,0.6224136559314498,0,Busy
Ishta Upahar,brigade road,2554,9,1,0,251,265,0.9490758424122427,1,Full
Hasee-E-Shan Makers Of Biryani,brookefield,272,7,4,0,114,142,0.8087908973530685,1,Full
Udupi Ruchi,malleshwaram,2224,15,1,0,33,187,0.18002747349097864,0,Available
Jerry Mama's,indiranagar,2454,5,4,0,27,161,0.1698919685080789,0,Available
StikSnax,malleshwaram,2479,6,5,1,136,231,0.5915198756206467,0,Busy
BBQ@52,church street,303,14,5,1,141,156,0.9063358710524031,0,Full
Pensiri Cafe,"byresandra,tavarekere,madiwala",1840,15,6,1,25,128,0.1979510448768749,0,Available
Pimento,electronic city,506,1,0,0,14,295,0.05,0,Available
Carbon Cup,malleshwaram,558,5,2,0,10,212,0.05,0,Available
Boston Barista - Kappayum Curriyum,jayanagar,204,11,1,0,73,238,0.30789640456680845,0,Available
Baba Ka Dhaba,bannerghatta road,379,18,1,0,113,158,0.7158918733461644,1,Busy
Kerala Mess,kalyan nagar,1351,6,0,0,133,217,0.615905434391342,0,Busy
Status Bar& Restaurant,lavelle road,374,13,1,0,229,279,0.8226894618257914,0,Full
Le Roll Cafe,kalyan nagar,1407,14,2,0,184,236,0.7799577541245355,0,Busy
Praja Thindi,lavelle road,1391,22,1,0,67,88,0.7618787639660868,0,Busy
Sagar Deluxe,banashankari,1872,23,0,0,132,206,0.6415826629455342,0,Busy
Hyderabad Biryaani Palace,bellandur,937,0,4,0,6,139,0.05,0,Available
Bajji House,"byresandra,tavarekere,madiwala",516,11,0,0,130,299,0.43633765135383396,0,Available
Grub by 3G's,malleshwaram,93,20,3,0,148,206,0.7194843764394003,1,Busy
Venkateshwara Sweets and Restaurant,bannerghatta road,2574,5,2,0,46,241,0.191041849968557,0,Available
Ice Cream Buggy,hsr,1643,10,5,1,203,203,1.0,1,Full
Luqma Restaurant,frazer town,1275,2,4,0,23,164,0.14566880107303992,0,Available
Pan Asian,"byresandra,tavarekere,madiwala",1536,23,0,0,54,121,0.450384118683535,0,Available
Kim Lee Restaurant,malleshwaram,2383,6,1,0,100,220,0.4581787833490209,0,Available
The Lemon Grass Kitchen,electronic city,2141,4,5,1,30,124,0.24727444668851356,0,Available
Punjab Mail,malleshwaram,1995,2,6,1,16,167,0.09808773143571835,0,Available
Enerjuvate Studio & Cafe,basavanagudi,1657,0,6,1,24,196,0.12295735349421658,0,Available
Thottathil Restaurant,"byresandra,tavarekere,madiwala",2303,22,4,0,159,236,0.6758824416163609,0,Busy
Biryani Joint,kalyan nagar,902,13,2,0,131,167,0.7896322862080323,0,Full
The Bundle Co.,brigade road,12,11,0,0,68,210,0.32787998123854606,0,Available
Andhra Ruchi's Restaurant,whitefield,2549,4,1,0,8,107,0.07913316287795343,0,Available
Roll junction,bellandur,1807,6,5,1,137,228,0.6012331554267643,0,Busy
Northam's Pizza.Pita,hsr,402,17,2,0,150,174,0.8657898825291344,1,Full
Infinitea Tea Room & Tea Store,residency road,251,10,3,0,134,154,0.8753569531067793,1,Full
Golden Food Palace,whitefield,951,14,4,0,204,295,0.694269999938221,0,Busy
Shudh Desi Khana,"byresandra,tavarekere,madiwala",749,4,3,0,30,147,0.20821123129931407,0,Available
Sotang's,frazer town,2331,2,6,1,16,158,0.1020965884870216,0,Available
South Grand,banashankari,1032,23,0,0,79,155,0.5148337825665606,0,Busy
Sri Nanjundeshwara Canteen,bannerghatta road,1124,19,4,0,79,113,0.7041029301096655,1,Busy
New Biryani Mane,banashankari,1955,10,4,0,144,200,0.7221259163690233,1,Busy
BMG Hotel,electronic city,1279,6,4,0,129,248,0.5227589983396314,0,Busy
Sunaina Sapice,malleshwaram,2687,22,6,1,154,190,0.8133724278336193,0,Full
Sri Nanjundeshwara Canteen,bannerghatta road,1943,22,3,0,136,263,0.5194904818969491,0,Busy
CutePorkie,kalyan nagar,1371,2,1,0,29,246,0.11884757610181029,0,Available
Kakal Kai Ruchi,bannerghatta road,2087,22,2,0,118,222,0.5343310654372586,0,Busy
TRS Family Restaurant,electronic city,2777,16,3,0,73,268,0.2739690958728562,0,Available
Lee Momoz,sarjapur road,354,17,0,0,122,195,0.6289958788014748,1,Busy
She Brews,electronic city,2320,15,5,1,24,76,0.32294617708434625,0,Available
Bhairaveshwara Military Hotel,malleshwaram,262,21,3,0,145,250,0.5806294620195038,0,Busy
Ruchi's Corner,banashankari,989,4,6,1,44,264,0.16902879440356952,0,Available
Andhra Chettinad Cuisine,electronic city,417,8,3,0,206,245,0.842328091325537,1,Full
Mirch,"byresandra,tavarekere,madiwala",2784,23,3,0,128,267,0.48016078750479546,0,Available
Kerala Mess,kalyan nagar,533,4,1,0,25,124,0.20841982440435428,0,Available
Bakimo,"byresandra,tavarekere,madiwala",994,9,6,1,253,263,0.9640303040221994,1,Full
Will Way Burgers,malleshwaram,1636,3,5,1,34,257,0.13483935171774866,0,Available
Parjanya Chat Zone,banashankari,2444,19,3,0,204,263,0.7790817646614862,1,Busy
Ooty Chocolates,bellandur,269,4,4,0,10,204,0.05,0,Available
Punjab Di Rasoi,marathahalli,74,1,3,0,26,217,0.12178023397487261,0,Available
Manchu Cafe,koramangala 7th block,837,20,6,1,85,91,0.9445588435928581,1,Full
Delhi Highway,mg road,2705,16,0,0,15,126,0.1253104308654445,0,Available
Tata Cha,malleshwaram,1773,20,3,0,64,89,0.7261239162653904,1,Busy
Paratha House,electronic city,1914,17,2,0,170,226,0.7545053029596411,1,Busy
Stonelicious,brookefield,1504,15,6,1,80,217,0.3706170605694278,0,Available
Gharelu Zaika,bannerghatta road,2278,21,3,0,95,133,0.7193311005927125,0,Busy
Kudil Kerala Kitchen,brookefield,472,15,5,1,50,188,0.26782591854032173,0,Available
Taza Tawa,sarjapur road,2021,4,0,0,10,211,0.0502038153182158,0,Available
Keerthi Restaurant Andhra Style,bellandur,1339,18,6,1,121,144,0.8457465889353449,1,Full
Rajasthan Sweets,sarjapur road,2573,4,2,0,7,159,0.05,0,Available
Cafe Poetry,malleshwaram,568,15,2,0,38,145,0.26528135048877377,0,Available
Multi Cakes,bannerghatta road,1973,4,5,1,54,284,0.1920802219987971,0,Available
New Hilal Restaurant,brigade road,1353,8,0,0,108,152,0.7146164504635654,1,Busy
Quickie's,lavelle road,979,18,5,1,238,254,0.9397814395152903,1,Full
Desi Breakk,"byresandra,tavarekere,madiwala",707,10,1,0,68,106,0.6498097769981663,1,Busy
RAAT KI FOOD,indiranagar,1134,5,5,1,4,68,0.05886620035577939,0,Available
AKSHAYA BIRYANI,bellandur,869,4,1,0,15,233,0.0670510699782014,0,Available
Limelight - Royal Orchid Hotel,old airport road,1950,5,4,0,55,209,0.2674859672914065,0,Available
Mad About China,brookefield,2585,16,2,0,47,174,0.27251976952473117,0,Available
Kamakshi Kitchen,brookefield,2046,5,1,0,7,152,0.05,0,Available
Castle Rock,banashankari,2427,2,3,0,10,218,0.05,0,Available
Zawaa Foods,indiranagar,808,15,5,1,37,109,0.3484029586346681,0,Available
Saatvikk,brigade road,1849,0,0,0,40,254,0.1613770855789909,0,Available
Norsha Caffe,lavelle road,2456,7,4,0,98,168,0.5875455857627253,1,Busy
The Lounge - Eden Park Restaurants,basavanagudi,925,12,3,0,111,151,0.736757010580099,0,Busy
Andhra Grills,bannerghatta road,2565,20,1,0,79,89,0.8962259597505667,1,Full
Dakshin Sagar,hsr,2416,15,2,0,50,204,0.24604087792628682,0,Available
Eagles Pizza,"byresandra,tavarekere,madiwala",270,5,4,0,31,166,0.18949105560268253,0,Available
Bombay Kulfis,indiranagar,2254,21,2,0,119,273,0.43679851149735827,0,Available
Zodiac,brookefield,2786,1,4,0,11,236,0.05,0,Available
BEIR,bannerghatta road,1275,2,4,0,8,164,0.05,0,Available
Sri Udupi Park,bellandur,1972,3,5,1,15,175,0.08751546993302077,0,Available
Ging - Royal Orchid Central,indiranagar,1996,3,6,1,21,192,0.11037387827336574,0,Available
Bada Bing Burgers,frazer town,2196,11,0,0,21,70,0.311410149222652,0,Available
Rajtilak Sweets,sarjapur road,576,23,2,0,37,62,0.6061883352887135,0,Busy
